id,title,price,category,rating,created_at,updated_at
415,A Mother's Reckoning: Living in the Aftermath of Tragedy,19.53,Books,3,2025-07-07 16:28:08.379928+00,2025-07-07 16:28:08.379928+00
416,A Gentleman's Position (Society of Gentlemen #3),14.75,Books,5,2025-07-07 16:28:08.678071+00,2025-07-07 16:28:08.678071+00
417,11/22/63,48.48,Books,3,2025-07-07 16:28:08.991144+00,2025-07-07 16:28:08.991144+00
418,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",24.57,Books,2,2025-07-07 16:28:09.332445+00,2025-07-07 16:28:09.332445+00
419,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,Books,5,2025-07-07 16:28:09.663429+00,2025-07-07 16:28:09.663429+00
420,Without Shame,48.27,Books,5,2025-07-07 16:28:09.978294+00,2025-07-07 16:28:09.978294+00
421,Watchmen,58.05,Books,4,2025-07-07 16:28:10.30575+00,2025-07-07 16:28:10.30575+00
422,Unlimited Intuition Now,58.87,Books,4,2025-07-07 16:28:10.619516+00,2025-07-07 16:28:10.619516+00
423,Underlying Notes,11.82,Books,2,2025-07-07 16:28:10.930273+00,2025-07-07 16:28:10.930273+00
424,The Shack,28.03,Books,1,2025-07-07 16:28:11.228214+00,2025-07-07 16:28:11.228214+00
425,The New Brand You: Your New Image Makes the Sale for You,44.05,Books,5,2025-07-07 16:28:11.536817+00,2025-07-07 16:28:11.536817+00
426,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,Books,4,2025-07-07 16:28:11.827216+00,2025-07-07 16:28:11.827216+00
427,The Flowers Lied,16.68,Books,2,2025-07-07 16:28:12.133866+00,2025-07-07 16:28:12.133866+00
428,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,Books,1,2025-07-07 16:28:12.430014+00,2025-07-07 16:28:12.430014+00
429,The Book of Mormon,24.57,Books,3,2025-07-07 16:28:12.730957+00,2025-07-07 16:28:12.730957+00
430,The Art and Science of Low Carbohydrate Living,52.98,Books,5,2025-07-07 16:28:13.019501+00,2025-07-07 16:28:13.019501+00
431,The Alien Club,54.40,Books,1,2025-07-07 16:28:13.328582+00,2025-07-07 16:28:13.328582+00
432,Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,Books,5,2025-07-07 16:28:13.654908+00,2025-07-07 16:28:13.654908+00
433,Nap-a-Roo,25.08,Books,1,2025-07-07 16:28:13.955317+00,2025-07-07 16:28:13.955317+00
434,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,Books,4,2025-07-07 16:28:14.259074+00,2025-07-07 16:28:14.259074+00
435,Modern Day Fables,47.44,Books,2,2025-07-07 16:28:14.579727+00,2025-07-07 16:28:14.579727+00
436,If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,Books,1,2025-07-07 16:28:14.881192+00,2025-07-07 16:28:14.881192+00
437,"Fruits Basket, Vol. 9 (Fruits Basket #9)",33.95,Books,4,2025-07-07 16:28:15.173333+00,2025-07-07 16:28:15.173333+00
438,Dress Your Family in Corduroy and Denim,43.68,Books,3,2025-07-07 16:28:15.471151+00,2025-07-07 16:28:15.471151+00
439,Don't Forget Steven,33.23,Books,1,2025-07-07 16:28:15.767965+00,2025-07-07 16:28:15.767965+00
440,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92,Books,2,2025-07-07 16:28:16.078793+00,2025-07-07 16:28:16.078793+00
441,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,Books,4,2025-07-07 16:28:16.371998+00,2025-07-07 16:28:16.371998+00
442,A Shard of Ice (The Black Symphony Saga #1),56.63,Books,3,2025-07-07 16:28:16.672072+00,2025-07-07 16:28:16.672072+00
443,A Hero's Curse (The Unseen Chronicles #1),50.49,Books,3,2025-07-07 16:28:17.001724+00,2025-07-07 16:28:17.001724+00
444,23 Degrees South: A Tropical Tale of Changing Whether...,35.79,Books,2,2025-07-07 16:28:17.296458+00,2025-07-07 16:28:17.296458+00
445,"Zero to One: Notes on Startups, or How to Build the Future",34.06,Books,3,2025-07-07 16:28:17.586261+00,2025-07-07 16:28:17.586261+00
446,Why Not Me?,17.76,Books,1,2025-07-07 16:28:17.900662+00,2025-07-07 16:28:17.900662+00
447,When Breath Becomes Air,39.36,Books,2,2025-07-07 16:28:18.199619+00,2025-07-07 16:28:18.199619+00
448,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,Books,2,2025-07-07 16:28:18.497519+00,2025-07-07 16:28:18.497519+00
449,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,Books,5,2025-07-07 16:28:18.792758+00,2025-07-07 16:28:18.792758+00
450,The New Drawing on the Right Side of the Brain,43.02,Books,3,2025-07-07 16:28:19.102456+00,2025-07-07 16:28:19.102456+00
451,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",28.45,Books,4,2025-07-07 16:28:19.397393+00,2025-07-07 16:28:19.397393+00
452,The Martian (The Martian #1),41.39,Books,2,2025-07-07 16:28:19.695657+00,2025-07-07 16:28:19.695657+00
453,The High Mountains of Portugal,51.15,Books,1,2025-07-07 16:28:20.009678+00,2025-07-07 16:28:20.009678+00
454,The Grownup,35.88,Books,1,2025-07-07 16:28:20.304202+00,2025-07-07 16:28:20.304202+00
455,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,Books,1,2025-07-07 16:28:20.605218+00,2025-07-07 16:28:20.605218+00
456,South of Sunshine,28.93,Books,1,2025-07-07 16:28:20.922476+00,2025-07-07 16:28:20.922476+00
457,Smarter Faster Better: The Secrets of Being Productive in Life and Business,38.89,Books,5,2025-07-07 16:28:21.221272+00,2025-07-07 16:28:21.221272+00
458,Silence in the Dark (Logan Point #4),58.33,Books,3,2025-07-07 16:28:21.538332+00,2025-07-07 16:28:21.538332+00
459,Shadows of the Past (Logan Point #1),39.67,Books,5,2025-07-07 16:28:21.840905+00,2025-07-07 16:28:21.840905+00
460,Roller Girl,14.10,Books,5,2025-07-07 16:28:22.1363+00,2025-07-07 16:28:22.1363+00
461,Rising Strong,21.82,Books,3,2025-07-07 16:28:22.442156+00,2025-07-07 16:28:22.442156+00
462,Proofs of God: Classical Arguments from Tertullian to Barth,54.21,Books,1,2025-07-07 16:28:22.735648+00,2025-07-07 16:28:22.735648+00
463,Please Kill Me: The Uncensored Oral History of Punk,31.19,Books,4,2025-07-07 16:28:23.03016+00,2025-07-07 16:28:23.03016+00
464,Out of Print: City Lights Spotlight No. 14,53.64,Books,5,2025-07-07 16:28:23.344283+00,2025-07-07 16:28:23.344283+00
465,My Life Next Door (My Life Next Door ),36.39,Books,5,2025-07-07 16:28:23.650476+00,2025-07-07 16:28:23.650476+00
466,Miller's Valley,58.54,Books,2,2025-07-07 16:28:23.988579+00,2025-07-07 16:28:23.988579+00
467,Man's Search for Meaning,29.48,Books,3,2025-07-07 16:28:24.326681+00,2025-07-07 16:28:24.326681+00
468,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,Books,2,2025-07-07 16:28:24.643149+00,2025-07-07 16:28:24.643149+00
469,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55,Books,3,2025-07-07 16:28:24.941103+00,2025-07-07 16:28:24.941103+00
470,Les Fleurs du Mal,29.04,Books,5,2025-07-07 16:28:25.243646+00,2025-07-07 16:28:25.243646+00
471,Left Behind (Left Behind #1),40.72,Books,2,2025-07-07 16:28:25.542217+00,2025-07-07 16:28:25.542217+00
472,Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,Books,5,2025-07-07 16:28:25.839863+00,2025-07-07 16:28:25.839863+00
473,Kierkegaard: A Christian Missionary to Christians,47.13,Books,1,2025-07-07 16:28:26.142336+00,2025-07-07 16:28:26.142336+00
474,John Vassos: Industrial Design for Modern Life,20.22,Books,4,2025-07-07 16:28:26.434498+00,2025-07-07 16:28:26.434498+00
475,I'll Give You the Sun,56.48,Books,1,2025-07-07 16:28:26.735606+00,2025-07-07 16:28:26.735606+00
476,I Will Find You,44.21,Books,1,2025-07-07 16:28:27.059887+00,2025-07-07 16:28:27.059887+00
477,Hystopia: A Novel,21.96,Books,4,2025-07-07 16:28:27.353087+00,2025-07-07 16:28:27.353087+00
478,Howl and Other Poems,40.45,Books,2,2025-07-07 16:28:27.663849+00,2025-07-07 16:28:27.663849+00
479,History of Beauty,10.29,Books,4,2025-07-07 16:28:27.953748+00,2025-07-07 16:28:27.953748+00
480,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,Books,2,2025-07-07 16:28:28.257128+00,2025-07-07 16:28:28.257128+00
481,Future Shock (Future Shock #1),55.65,Books,5,2025-07-07 16:28:28.551665+00,2025-07-07 16:28:28.551665+00
482,Ender's Game (The Ender Quintet #1),43.64,Books,1,2025-07-07 16:28:28.862942+00,2025-07-07 16:28:28.862942+00
483,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,Books,1,2025-07-07 16:28:29.185641+00,2025-07-07 16:28:29.185641+00
484,Death by Leisure: A Cautionary Tale,37.51,Books,4,2025-07-07 16:28:29.504012+00,2025-07-07 16:28:29.504012+00
485,Brilliant Beacons: A History of the American Lighthouse,11.45,Books,3,2025-07-07 16:28:29.795733+00,2025-07-07 16:28:29.795733+00
486,Brazen: The Courage to Find the You That's Been Hiding,19.22,Books,2,2025-07-07 16:28:30.093471+00,2025-07-07 16:28:30.093471+00
487,Between the World and Me,56.91,Books,4,2025-07-07 16:28:30.42098+00,2025-07-07 16:28:30.42098+00
488,Being Mortal: Medicine and What Matters in the End,55.06,Books,4,2025-07-07 16:28:30.726707+00,2025-07-07 16:28:30.726707+00
489,"A Murder Over a Girl: Justice, Gender, Junior High",13.20,Books,3,2025-07-07 16:28:31.025376+00,2025-07-07 16:28:31.025376+00
490,32 Yolks,53.63,Books,2,2025-07-07 16:28:31.340787+00,2025-07-07 16:28:31.340787+00
491,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,Books,5,2025-07-07 16:28:31.650371+00,2025-07-07 16:28:31.650371+00
492,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,Books,3,2025-07-07 16:28:31.960002+00,2025-07-07 16:28:31.960002+00
493,Wildlife of New York: A Five-Borough Coloring Book,22.14,Books,2,2025-07-07 16:28:32.297528+00,2025-07-07 16:28:32.297528+00
494,What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,Books,5,2025-07-07 16:28:32.592+00,2025-07-07 16:28:32.592+00
495,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,Books,2,2025-07-07 16:28:32.914363+00,2025-07-07 16:28:32.914363+00
496,Under the Tuscan Sun,37.33,Books,3,2025-07-07 16:28:33.241224+00,2025-07-07 16:28:33.241224+00
497,Toddlers Are A**holes: It's Not Your Fault,25.55,Books,1,2025-07-07 16:28:33.558046+00,2025-07-07 16:28:33.558046+00
498,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,Books,1,2025-07-07 16:28:33.885793+00,2025-07-07 16:28:33.885793+00
499,The Whale,35.96,Books,4,2025-07-07 16:28:34.202453+00,2025-07-07 16:28:34.202453+00
500,The Story of Art,41.14,Books,4,2025-07-07 16:28:34.511163+00,2025-07-07 16:28:34.511163+00
501,The Origin of Species,10.01,Books,4,2025-07-07 16:28:34.816332+00,2025-07-07 16:28:34.816332+00
502,The Great Gatsby,36.05,Books,4,2025-07-07 16:28:35.128517+00,2025-07-07 16:28:35.128517+00
503,The Good Girl,49.03,Books,3,2025-07-07 16:28:35.437003+00,2025-07-07 16:28:35.437003+00
504,The Glass Castle,16.24,Books,1,2025-07-07 16:28:35.742544+00,2025-07-07 16:28:35.742544+00
505,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,Books,1,2025-07-07 16:28:36.044088+00,2025-07-07 16:28:36.044088+00
506,The Drowning Girls,35.67,Books,3,2025-07-07 16:28:36.360544+00,2025-07-07 16:28:36.360544+00
507,The Constant Princess (The Tudor Court #1),16.62,Books,3,2025-07-07 16:28:36.694308+00,2025-07-07 16:28:36.694308+00
508,The Bourne Identity (Jason Bourne #1),42.78,Books,4,2025-07-07 16:28:37.020564+00,2025-07-07 16:28:37.020564+00
509,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.30,Books,5,2025-07-07 16:28:37.319412+00,2025-07-07 16:28:37.319412+00
510,The Art Book,32.34,Books,2,2025-07-07 16:28:37.637092+00,2025-07-07 16:28:37.637092+00
511,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,Books,4,2025-07-07 16:28:37.949578+00,2025-07-07 16:28:37.949578+00
512,Team of Rivals: The Political Genius of Abraham Lincoln,20.12,Books,5,2025-07-07 16:28:38.251004+00,2025-07-07 16:28:38.251004+00
513,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.90,Books,2,2025-07-07 16:28:38.5611+00,2025-07-07 16:28:38.5611+00
514,"Sit, Stay, Love",20.90,Books,3,2025-07-07 16:28:38.866603+00,2025-07-07 16:28:38.866603+00
515,Sister Dear,40.20,Books,4,2025-07-07 16:28:39.202026+00,2025-07-07 16:28:39.202026+00
516,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,Books,3,2025-07-07 16:28:39.506632+00,2025-07-07 16:28:39.506632+00
517,"Rich Dad, Poor Dad",51.74,Books,1,2025-07-07 16:28:39.81075+00,2025-07-07 16:28:39.81075+00
518,Raymie Nightingale,34.41,Books,2,2025-07-07 16:28:40.120928+00,2025-07-07 16:28:40.120928+00
519,Playing from the Heart,32.38,Books,1,2025-07-07 16:28:40.427234+00,2025-07-07 16:28:40.427234+00
520,Nightstruck: A Novel,50.35,Books,4,2025-07-07 16:28:40.731742+00,2025-07-07 16:28:40.731742+00
521,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,Books,5,2025-07-07 16:28:41.049196+00,2025-07-07 16:28:41.049196+00
522,Meternity,43.58,Books,3,2025-07-07 16:28:41.351546+00,2025-07-07 16:28:41.351546+00
523,Memoirs of a Geisha,49.67,Books,3,2025-07-07 16:28:41.652845+00,2025-07-07 16:28:41.652845+00
524,Like Never Before (Walker Family #2),28.77,Books,2,2025-07-07 16:28:41.968942+00,2025-07-07 16:28:41.968942+00
525,Life of Pi,13.22,Books,4,2025-07-07 16:28:42.285323+00,2025-07-07 16:28:42.285323+00
526,Leave This Song Behind: Teen Poetry at Its Best,51.17,Books,5,2025-07-07 16:28:42.592276+00,2025-07-07 16:28:42.592276+00
527,King's Folly (The Kinsman Chronicles #1),39.61,Books,5,2025-07-07 16:28:42.897849+00,2025-07-07 16:28:42.897849+00
528,John Adams,57.43,Books,4,2025-07-07 16:28:43.205014+00,2025-07-07 16:28:43.205014+00
529,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,Books,4,2025-07-07 16:28:43.514406+00,2025-07-07 16:28:43.514406+00
530,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,Books,2,2025-07-07 16:28:43.82052+00,2025-07-07 16:28:43.82052+00
531,Good in Bed (Cannie Shapiro #1),37.05,Books,5,2025-07-07 16:28:44.128292+00,2025-07-07 16:28:44.128292+00
532,"Fruits Basket, Vol. 7 (Fruits Basket #7)",19.57,Books,1,2025-07-07 16:28:44.433491+00,2025-07-07 16:28:44.433491+00
533,For the Love: Fighting for Grace in a World of Impossible Standards,45.13,Books,3,2025-07-07 16:28:44.752075+00,2025-07-07 16:28:44.752075+00
534,Finding God in the Ruins: How God Redeems Pain,46.64,Books,2,2025-07-07 16:28:45.082621+00,2025-07-07 16:28:45.082621+00
535,Every Heart a Doorway (Every Heart A Doorway #1),12.16,Books,5,2025-07-07 16:28:45.39435+00,2025-07-07 16:28:45.39435+00
536,Delivering the Truth (Quaker Midwife Mystery #1),20.89,Books,4,2025-07-07 16:28:45.727493+00,2025-07-07 16:28:45.727493+00
537,Counted With the Stars (Out from Egypt #1),17.97,Books,5,2025-07-07 16:28:46.031255+00,2025-07-07 16:28:46.031255+00
538,"Chronicles, Vol. 1",52.60,Books,2,2025-07-07 16:28:46.33753+00,2025-07-07 16:28:46.33753+00
539,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,Books,1,2025-07-07 16:28:46.643439+00,2025-07-07 16:28:46.643439+00
540,Benjamin Franklin: An American Life,48.19,Books,3,2025-07-07 16:28:46.965438+00,2025-07-07 16:28:46.965438+00
541,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,Books,5,2025-07-07 16:28:47.292107+00,2025-07-07 16:28:47.292107+00
542,A Summer In Europe,44.34,Books,2,2025-07-07 16:28:47.703318+00,2025-07-07 16:28:47.703318+00
543,A Short History of Nearly Everything,52.40,Books,5,2025-07-07 16:28:48.02313+00,2025-07-07 16:28:48.02313+00
544,A Gathering of Shadows (Shades of Magic #2),44.81,Books,4,2025-07-07 16:28:48.351115+00,2025-07-07 16:28:48.351115+00
545,The Sound Of Love,57.84,Books,5,2025-07-07 16:28:48.664929+00,2025-07-07 16:28:48.664929+00
546,The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,Books,2,2025-07-07 16:28:48.983706+00,2025-07-07 16:28:48.983706+00
547,The Perks of Being a Wallflower,55.02,Books,3,2025-07-07 16:28:49.294914+00,2025-07-07 16:28:49.294914+00
548,The Mysterious Affair at Styles (Hercule Poirot #1),24.80,Books,4,2025-07-07 16:28:49.609521+00,2025-07-07 16:28:49.609521+00
549,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,Books,4,2025-07-07 16:28:49.927637+00,2025-07-07 16:28:49.927637+00
550,The Makings of a Fatherless Child,31.58,Books,2,2025-07-07 16:28:50.237916+00,2025-07-07 16:28:50.237916+00
551,The Joy of Cooking,43.27,Books,4,2025-07-07 16:28:50.539139+00,2025-07-07 16:28:50.539139+00
552,The Invention of Wings,37.34,Books,1,2025-07-07 16:28:50.860553+00,2025-07-07 16:28:50.860553+00
553,The Hobbit (Middle-Earth Universe),17.80,Books,5,2025-07-07 16:28:51.171844+00,2025-07-07 16:28:51.171844+00
554,The Great Railway Bazaar,30.54,Books,1,2025-07-07 16:28:51.487148+00,2025-07-07 16:28:51.487148+00
555,The Golden Compass (His Dark Materials #1),18.77,Books,1,2025-07-07 16:28:51.798517+00,2025-07-07 16:28:51.798517+00
556,The God Delusion,46.85,Books,3,2025-07-07 16:28:52.100589+00,2025-07-07 16:28:52.100589+00
557,The Girl You Left Behind (The Girl You Left Behind #1),15.79,Books,1,2025-07-07 16:28:52.422204+00,2025-07-07 16:28:52.422204+00
558,The Fellowship of the Ring (The Lord of the Rings #1),10.27,Books,2,2025-07-07 16:28:52.736278+00,2025-07-07 16:28:52.736278+00
559,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,Books,5,2025-07-07 16:28:53.043533+00,2025-07-07 16:28:53.043533+00
560,The Barefoot Contessa Cookbook,59.92,Books,5,2025-07-07 16:28:53.385897+00,2025-07-07 16:28:53.385897+00
561,Tell the Wolves I'm Home,50.96,Books,2,2025-07-07 16:28:53.700338+00,2025-07-07 16:28:53.700338+00
562,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.60,Books,3,2025-07-07 16:28:54.011839+00,2025-07-07 16:28:54.011839+00
563,Pride and Prejudice,19.27,Books,4,2025-07-07 16:28:54.330613+00,2025-07-07 16:28:54.330613+00
564,Musicophilia: Tales of Music and the Brain,46.58,Books,1,2025-07-07 16:28:54.645209+00,2025-07-07 16:28:54.645209+00
565,Mere Christianity,48.51,Books,3,2025-07-07 16:28:55.02417+00,2025-07-07 16:28:55.02417+00
566,Me Before You (Me Before You #1),19.02,Books,1,2025-07-07 16:28:55.352244+00,2025-07-07 16:28:55.352244+00
567,In the Woods (Dublin Murder Squad #1),38.38,Books,2,2025-07-07 16:28:55.684867+00,2025-07-07 16:28:55.684867+00
568,In Cold Blood,49.98,Books,4,2025-07-07 16:28:55.99801+00,2025-07-07 16:28:55.99801+00
569,How to Stop Worrying and Start Living,46.49,Books,5,2025-07-07 16:28:56.300556+00,2025-07-07 16:28:56.300556+00
570,Give It Back,18.32,Books,2,2025-07-07 16:28:56.607782+00,2025-07-07 16:28:56.607782+00
571,"Girl, Interrupted",42.14,Books,3,2025-07-07 16:28:56.915681+00,2025-07-07 16:28:56.915681+00
572,Fun Home: A Family Tragicomic,56.59,Books,4,2025-07-07 16:28:57.221662+00,2025-07-07 16:28:57.221662+00
573,"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,Books,4,2025-07-07 16:28:57.54227+00,2025-07-07 16:28:57.54227+00
574,Deception Point,40.32,Books,4,2025-07-07 16:28:57.860308+00,2025-07-07 16:28:57.860308+00
575,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,Books,3,2025-07-07 16:28:58.186228+00,2025-07-07 16:28:58.186228+00
576,Catherine the Great: Portrait of a Woman,58.55,Books,4,2025-07-07 16:28:58.497323+00,2025-07-07 16:28:58.497323+00
577,Better Homes and Gardens New Cook Book,39.61,Books,3,2025-07-07 16:28:58.852036+00,2025-07-07 16:28:58.852036+00
578,An Unquiet Mind: A Memoir of Moods and Madness,21.30,Books,3,2025-07-07 16:28:59.15698+00,2025-07-07 16:28:59.15698+00
579,A Year in Provence (Provence #1),56.88,Books,4,2025-07-07 16:28:59.460988+00,2025-07-07 16:28:59.460988+00
580,World Without End (The Pillars of the Earth #2),32.97,Books,4,2025-07-07 16:28:59.764854+00,2025-07-07 16:28:59.764854+00
581,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,Books,4,2025-07-07 16:29:00.059798+00,2025-07-07 16:29:00.059798+00
582,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,Books,2,2025-07-07 16:29:00.378294+00,2025-07-07 16:29:00.378294+00
583,Where She Went (If I Stay #2),41.73,Books,4,2025-07-07 16:29:00.688472+00,2025-07-07 16:29:00.688472+00
584,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,Books,4,2025-07-07 16:29:00.987846+00,2025-07-07 16:29:00.987846+00
585,Two Summers,14.64,Books,1,2025-07-07 16:29:01.299062+00,2025-07-07 16:29:01.299062+00
586,This Is Your Brain on Music: The Science of a Human Obsession,38.40,Books,1,2025-07-07 16:29:01.641516+00,2025-07-07 16:29:01.641516+00
587,The Secret Garden,15.08,Books,4,2025-07-07 16:29:01.950002+00,2025-07-07 16:29:01.950002+00
588,The Raven King (The Raven Cycle #4),30.57,Books,2,2025-07-07 16:29:02.263923+00,2025-07-07 16:29:02.263923+00
589,The Raven Boys (The Raven Cycle #1),57.74,Books,4,2025-07-07 16:29:02.568314+00,2025-07-07 16:29:02.568314+00
590,The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,Books,5,2025-07-07 16:29:02.869942+00,2025-07-07 16:29:02.869942+00
591,The Metamorphosis,28.58,Books,1,2025-07-07 16:29:03.170565+00,2025-07-07 16:29:03.170565+00
592,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,Books,5,2025-07-07 16:29:03.485754+00,2025-07-07 16:29:03.485754+00
593,The Little Paris Bookshop,24.73,Books,3,2025-07-07 16:29:03.814768+00,2025-07-07 16:29:03.814768+00
594,The Hiding Place,55.91,Books,4,2025-07-07 16:29:04.126876+00,2025-07-07 16:29:04.126876+00
595,The Grand Design,13.76,Books,3,2025-07-07 16:29:04.447534+00,2025-07-07 16:29:04.447534+00
596,The Firm,45.56,Books,3,2025-07-07 16:29:04.755457+00,2025-07-07 16:29:04.755457+00
597,The Fault in Our Stars,47.22,Books,1,2025-07-07 16:29:05.070245+00,2025-07-07 16:29:05.070245+00
598,The False Prince (The Ascendance Trilogy #1),56.00,Books,5,2025-07-07 16:29:05.36799+00,2025-07-07 16:29:05.36799+00
599,The Expatriates,44.58,Books,2,2025-07-07 16:29:05.669953+00,2025-07-07 16:29:05.669953+00
600,The Dream Thieves (The Raven Cycle #2),34.50,Books,1,2025-07-07 16:29:05.968255+00,2025-07-07 16:29:05.968255+00
601,The Darkest Corners,11.33,Books,5,2025-07-07 16:29:06.296172+00,2025-07-07 16:29:06.296172+00
602,The Crossover,38.77,Books,4,2025-07-07 16:29:06.615287+00,2025-07-07 16:29:06.615287+00
603,The 5th Wave (The 5th Wave #1),11.83,Books,2,2025-07-07 16:29:06.922539+00,2025-07-07 16:29:06.922539+00
604,Tell the Wind and Fire,45.51,Books,3,2025-07-07 16:29:07.229549+00,2025-07-07 16:29:07.229549+00
605,Tell Me Three Things,41.81,Books,1,2025-07-07 16:29:07.530296+00,2025-07-07 16:29:07.530296+00
606,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,Books,4,2025-07-07 16:29:07.863413+00,2025-07-07 16:29:07.863413+00
607,Siddhartha,34.22,Books,5,2025-07-07 16:29:08.171336+00,2025-07-07 16:29:08.171336+00
608,Shiver (The Wolves of Mercy Falls #1),16.23,Books,5,2025-07-07 16:29:08.494464+00,2025-07-07 16:29:08.494464+00
609,Remember Me?,11.48,Books,3,2025-07-07 16:29:08.806215+00,2025-07-07 16:29:08.806215+00
610,Red Dragon (Hannibal Lecter #1),23.37,Books,3,2025-07-07 16:29:09.148023+00,2025-07-07 16:29:09.148023+00
611,Peak: Secrets from the New Science of Expertise,16.28,Books,2,2025-07-07 16:29:09.459797+00,2025-07-07 16:29:09.459797+00
612,My Mother Was Nuts,31.63,Books,4,2025-07-07 16:29:09.766744+00,2025-07-07 16:29:09.766744+00
613,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,Books,5,2025-07-07 16:29:10.097398+00,2025-07-07 16:29:10.097398+00
614,Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,Books,1,2025-07-07 16:29:10.409141+00,2025-07-07 16:29:10.409141+00
615,Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,Books,4,2025-07-07 16:29:10.715943+00,2025-07-07 16:29:10.715943+00
616,Logan Kade (Fallen Crest High #5.5),13.12,Books,2,2025-07-07 16:29:11.033132+00,2025-07-07 16:29:11.033132+00
617,Last One Home (New Beginnings #1),59.98,Books,3,2025-07-07 16:29:11.331041+00,2025-07-07 16:29:11.331041+00
618,Killing Floor (Jack Reacher #1),31.49,Books,4,2025-07-07 16:29:11.638026+00,2025-07-07 16:29:11.638026+00
619,Kill the Boy Band,15.52,Books,5,2025-07-07 16:29:11.945768+00,2025-07-07 16:29:11.945768+00
620,Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,Books,5,2025-07-07 16:29:12.256139+00,2025-07-07 16:29:12.256139+00
621,If I Stay (If I Stay #1),38.13,Books,5,2025-07-07 16:29:12.576716+00,2025-07-07 16:29:12.576716+00
622,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,Books,2,2025-07-07 16:29:12.886266+00,2025-07-07 16:29:12.886266+00
623,Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,Books,1,2025-07-07 16:29:13.18622+00,2025-07-07 16:29:13.18622+00
624,"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,Books,1,2025-07-07 16:29:13.490138+00,2025-07-07 16:29:13.490138+00
625,Foundation (Foundation (Publication Order) #1),32.42,Books,1,2025-07-07 16:29:13.806006+00,2025-07-07 16:29:13.806006+00
